Start Date,End Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Tag
05/15/1998 0:00:00,,"ELODIS, KRONOS: WILL THE GOVERNMENT RESPOND IN TIME?",,"This article is the last installment of a three-part series addressing the growing problem of one community's anguish, government malfeasance, and the alarming influence of multinational corporations on the country of Kronos.  I've asked him to tell me about the involvement of the government of Kronos in the deeply troubling account of a community's struggle for protection from those who should help them the most: their elected officials, against those who would poison their children and the country's food.

""It took a long time for anyone to respond,"" Reese tells me of their struggle.  ""Henk Bodrogi - the man you met - didn't give up.  He called every department that could possibly be associated with our problem:  interior, justice, foreign affairs, health.  Finally, a sympathetic person from the Ministry of Health answered the door, so that's where we started.""",,All News Today,,,
02/20/2012 0:00:00,,"Kronos' oil and gas industry has warned it faces its ""biggest challenge in 20 years"" due to the low levels of exploration.",,"Government energy officials said only 15 wells were drilled last year.

That was despite strong levels of investment, reaching a record last year and sustained this year.",,International Times,,,
04/10/2012 0:00:00,,GATHERING PROGRAMMED IN SUPPORT OF THE RESPONSIBILITY INCREASED FOR GOVERNMENT,,"ABILA, Kronos - Silvia Marek, chief of the guards of the social organization of action of Kronos calls upon the citizens of Kronos to join it during one day of peaceful protest tomorrow.  Marek requires of all the interested citizens to join it to bring the conscience to the problem of the political corruption and favoritism dominant in the offices of the government of Kronos.

""I claim an end with the ashamed corruption, the nepotism and favoritism shown by our elected civils servant.  They [civils servant] must hear our voice and know that we require the change now.",,The Orb,,,
06/22/2009 0:00:00,,Profile:  Elian Karel,,"<<deleted image of Elian Karel speaking at a rally in Abila>>

Voice of protest for some, popularist demagogue for others, Protectors of Kronos leader Elian Karel became a martyr and a rallying point for some; a figure of disdain and rabblerousing for others, and a political concern to the Kronosian government, within an event filled year, accented by his suspicious death on Friday.",,International Times,,,
01/19/2014 0:00:00,,GAStech and Kronos celebrate company,,"ABILA, Kronos - the local GAStech staff employees Ingrid Barranco, Ada campo-Corrente, Orhan Strum, and Willem Vasco-Pais tomorrow a reception with government civil servants will attend construction after a commercial meeting on the their hoofdkwartier.  Spokesman Rufus Drymiau of the government informed the ASTRE which Jr. of Sten Sanjorge, has to the President and CEO of GAStech, of Tethys gereist attend the events.  The reception, which is received by president Kapelou at the bldg. Capitol, is loved to celebrate the company and our country the 20th year cooperation between.

International GAStech cause approximately 5 millions cubic meters daily of gas of the areas of bending Tiskele. The taxes which become by GAStech have paid a lot of infrastructure improvements including projects such as the modernization of the general hospital Abila, many schools, and hundreds of miles covered ways financed.",,The Truth,,,
04/12/2007 0:00:00,,THE ACCIDENT OF THE MOVEMENT NEAR ELODIS,,"ABILA, Kronos - a government research has decided a traffic accident that an international vehicle involves GAStech and the vehicle of a family of Elodis which was in the sterfgevallen of the four family members the result of bestuurdersfout results on behalf of the driver Elodisian.

Said to spokesman Rufus Drymiau of the government that the research found the deadly accident was brought about then the driver of Elodis in obliging movement crossed. Three passengers - Valeria Edris, Celia Edris, and Marcellus Edris - died at the scene.",,News Desk,,,
03/05/2010 0:00:00,,Race of the boat stopped before starting,,"The head of 10th Kapalou has been postponed less than hour before it had after the presidential gekapseiste ship start and decreased.

It is the first incident of its type in the history of the wereldberoemde boat race, in which hurries of around the Mediterranean coast for coveted gouden head competes with.",,The Continent,,,
05/30/2004 0:00:00,,SHEET 2004 OF THE PUBLIC HEALTH ELODIS,,"ELODIS, Kronos - the Community center of health Elodis have already published update to Wellness for study which is carried out in 1998.  Raised the mortaliteitstarief and the by-effect of chronic sickness more than 252% of former years.  The elaborate report will shortly be posted concerning the municipal Internet site Elodis.",,The Wrap,,,
10/03/2010 0:00:00,,PRESIDENT KAPELOU II ELECTED BY RECORD MARGIN,,"ABILA, Kronos - President Dorel Kapelou II has won re-election with the largest margin ever in a Kronesian election.

President Kapelou II of the Democratic Party of Kronos captured 98.7% of the vote with Ren Touvi of the Organization of Business and Unions Party a distant second with a mere 1.0% of the vote.",,Central Bulletin,,,
01/21/2014 0:00:00,,The employees of GASTech who are kidnapped in Kronos,,"Fourteen employees feared kidnapped in Kronos by a radical environment terrorist group during itself collective collecting.

Fourteen employees, among which executive civil servants perhaps five, feared have been kidnapped yesterday by the guards of Kronos.  Communicated missing includes: President and CEO Sten Sanjorge Jr, CFO Ingrid Barranco, CIO Ada campo-Corrente, COO Orhan Strum, and environment civil servant Willem Vasco-Pais van GAStech.",,The Continent,,,
03/17/2001 0:00:00,,"Added Taxes on Oil, Gas Development Defeated in General Assembly",,"ABILA, Kronos - A motion to increase taxes on oil and gas development by an additional 10% was defeated today in the General Assembly by a vote of 77 to 23.  The proposed tax increase, championed by Minister of Health Cesare Nespola, was to provide specific funding for health care, clean water projects, and health education for rural areas.  Minister Nespola said of the Assembly vote, ""I'm disappointed by the vote, but the Assembly was concerned that the increase in tax would discourage foreign investment in our energy sector.  This is a setback to my program to help our rural townships, but I am nothing if not persistent.  My office will be sending a revised added tax measure to the Assembly later this year.  Additionally, I will work with President Kapelou's office to restructure the allocation of funds from current gas and oil taxes to provide for rural health projects.""",,Kronos Star,,,
04/06/2005 0:00:00,,POK PROTESTS END IN ARRESTS,,"ELODIS, Kronos - Fifteen members of the Protectors of Kronos (POK) activist organization were arrested by Kronos federal police yesterday following an dispute at the gates of the Tiskele Bend GAStech facility.",,News Online Today,,,
